subject,channel,phase,n_clusters,cluster_id,start_pct,end_pct,peak_t,p_corrected,dz_mean_in_cluster,T,alpha,h0reject
kaneishi,grt_y,stance,2,1,31.0,48.0,5.721089269924928,7.603600860051074e-09,-1.565540351040919,101,0.05,True
kaneishi,grt_y,stance,2,2,74.0,100.0,23.321087631434054,2.220446049250313e-16,-3.8755472807313294,101,0.05,True
