subject,channel,phase,n_clusters,cluster_id,start_pct,end_pct,peak_t,p_corrected,dz_mean_in_cluster,T,alpha,h0reject,mean_abs_dz
kaneishi,encoder_angle,stance,1,1,99.0,100.0,4.066898498365903,0.049822018449869,1.1399559177472987,101,0.05,True,0.2393184583376712
