subject,channel,phase,n_clusters,cluster_id,start_pct,end_pct,peak_t,p_corrected,dz_mean_in_cluster,T,alpha,h0reject
kaneishi,gyro_x,stance,4,1,0.0,5.0,9.333504206578258,0.00017198304833443423,-2.3142027882124543,101,0.05,True
kaneishi,gyro_x,stance,4,2,10.0,17.0,9.211854509000567,8.245921945260193e-09,2.3196258870742277,101,0.05,True
kaneishi,gyro_x,stance,4,3,59.0,59.0,4.960059053653156,0.042866774217591,-1.4955140744537465,101,0.05,True
kaneishi,gyro_x,stance,4,4,94.0,96.0,6.88052417886357,0.005669044081844765,-1.855898128326204,101,0.05,True
