subject,channel,phase,n_clusters,cluster_id,start_pct,end_pct,peak_t,p_corrected,dz_mean_in_cluster,T,alpha,h0reject
kaneishi,gyro_x,swing,2,1,29.0,43.0,9.107832170675026,1.0157185381665101e-07,2.159970011851786,101,0.05,True
kaneishi,gyro_x,swing,2,2,68.0,81.0,6.448403589137003,3.2516896419920727e-07,1.799555314139482,101,0.05,True
