subject,channel,phase,n_clusters,cluster_id,start_pct,end_pct,peak_t,p_corrected,dz_mean_in_cluster,T,alpha,h0reject,mean_abs_dz
kaneishi,grt_y,swing,2,1,2.0,30.0,16.09580238276692,0.0,-3.6439476019383408,101,0.05,True,1.7854109655723869
kaneishi,grt_y,swing,2,2,53.0,69.0,7.144176179408446,0.0,1.8380529169885742,101,0.05,True,1.7854109655723869
