subject,channel,phase,n_clusters,cluster_id,start_pct,end_pct,peak_t,p_corrected,dz_mean_in_cluster,T,alpha,h0reject
kanoga,grf_x,swing,6,1,0.0,5.0,6.7655545341924315,1.5202328285113254e-10,2.005356452440752,101,0.05,True
kanoga,grf_x,swing,6,2,21.0,22.0,5.336794153768463,0.019248565617367985,-1.6683811483692526,101,0.05,True
kanoga,grf_x,swing,6,3,26.0,54.0,13.777546927137026,0.0,-2.800477792136414,101,0.05,True
kanoga,grf_x,swing,6,4,56.0,59.0,6.992825868747565,1.1492847693528319e-06,-2.0130508371675733,101,0.05,True
kanoga,grf_x,swing,6,5,66.0,67.0,6.108224709326982,0.0019351176779471846,-1.9013790835936017,101,0.05,True
kanoga,grf_x,swing,6,6,69.0,71.0,11.253370406492706,0.0006176182100765537,-2.3660306919152605,101,0.05,True
