subject,channel,phase,n_clusters,cluster_id,start_pct,end_pct,peak_t,p_corrected,dz_mean_in_cluster,T,alpha,h0reject,mean_abs_dz
kanoga,grt_y,swing,3,1,3.0,4.0,6.072999500338285,0.013608356470336647,-1.7920106494437478,101,0.05,True,1.268729122620041
kanoga,grt_y,swing,3,2,19.0,44.0,12.230009200761895,0.0,-2.348538127585639,101,0.05,True,1.268729122620041
kanoga,grt_y,swing,3,3,76.0,76.0,5.14327768886943,0.049769612951555686,1.6264472135554353,101,0.05,True,1.268729122620041
