,acc_x_mean,acc_x_std,acc_x_max,acc_x_rms,acc_x_min,acc_x_abs_sum,acc_y_mean,acc_y_std,acc_y_max,acc_y_rms,acc_y_min,acc_y_abs_sum,acc_z_mean,acc_z_std,acc_z_max,acc_z_rms,acc_z_min,acc_z_abs_sum,gyro_x_mean,gyro_x_std,gyro_x_max,gyro_x_rms,gyro_x_min,gyro_x_abs_sum,gyro_y_mean,gyro_y_std,gyro_y_max,gyro_y_rms,gyro_y_min,gyro_y_abs_sum,gyro_z_mean,gyro_z_std,gyro_z_max,gyro_z_rms,gyro_z_min,gyro_z_abs_sum,quat_w_mean,quat_w_std,quat_w_max,quat_w_rms,quat_w_min,quat_w_abs_sum,quat_x_mean,quat_x_std,quat_x_max,quat_x_rms,quat_x_min,quat_x_abs_sum,quat_y_mean,quat_y_std,quat_y_max,quat_y_rms,quat_y_min,quat_y_abs_sum,quat_z_mean,quat_z_std,quat_z_max,quat_z_rms,quat_z_min,quat_z_abs_sum,encoder_angle_mean,encoder_angle_std,encoder_angle_max,encoder_angle_rms,encoder_angle_min,encoder_angle_abs_sum,grf_x_mean,grf_x_std,grf_x_max,grf_x_rms,grf_x_min,grf_x_abs_sum,grf_y_mean,grf_y_std,grf_y_max,grf_y_rms,grf_y_min,grf_y_abs_sum,grf_z_mean,grf_z_std,grf_z_max,grf_z_rms,grf_z_min,grf_z_abs_sum,grt_x_mean,grt_x_std,grt_x_max,grt_x_rms,grt_x_min,grt_x_abs_sum,grt_y_mean,grt_y_std,grt_y_max,grt_y_rms,grt_y_min,grt_y_abs_sum,grt_z_mean,grt_z_std,grt_z_max,grt_z_rms,grt_z_min,grt_z_abs_sum
acc_x_mean,1.0,0.16675009342892946,0.42681532095108865,0.22200991309366244,0.27173503297197,0.209314418152988,0.5471503157622056,0.026089945309519004,0.20100097231945005,0.04529592019937157,0.21771547051630366,0.07351345813056831,0.033247782930420765,-0.24135272133346045,-0.2348847270544656,-0.2274313124958863,0.23784799065929085,-0.21910748142027758,-0.5037546552745714,0.5804029832621367,0.1604774847917707,0.544666933552756,-0.5385938519935883,0.5197609784824438,0.13717298449243792,-0.09334234234719099,0.056243754909824965,0.20577978141865838,0.14761675126447257,0.22579685828792095,-0.3009639083566312,0.07355036821648266,-0.15890815632819655,-0.2392220387701282,-0.3445292431853359,-0.26173551148007146,-0.2467308849450492,0.03154176829641406,-0.2596503544157868,0.24668667515699974,-0.2499631197921769,0.2467308849450517,0.21093208310151462,0.33876438269652737,0.27804977621777366,-0.19486947405616692,0.1124927448902488,-0.21243275662199035,0.0634322182376103,0.2210119866484481,0.0865046952729593,-0.06331913108853157,0.019696207434599038,-0.06343221823760967,-0.2744334079874612,-0.019404820589050107,-0.2612940061739815,-0.2181581373549174,-0.25025438674991496,-0.21910873656808205,-0.15237310088105113,-0.27177152142665245,-0.17313561510987235,-0.1536944238724909,-0.10410908059299168,-0.15237310088105102,0.13821574755452065,-0.23850238720229902,0.0788176828252547,-0.31452579694809635,0.16289621462321255,-0.3149596193442765,-0.06289165957884166,-0.007876264540408002,-0.06429456233369446,0.06215591927590176,-0.05670492020065278,0.06275226678078388,-0.3851894095684792,-0.07783543012951238,-0.31928043518304466,-0.367178702317341,-0.3339763639169027,-0.3770704601471057,-0.32375511137454843,0.1657009650671114,-0.28598252064450197,-0.11671533376966702,-0.3157968131018762,-0.1327979780110607,0.18902624674342727,-0.1003792079230245,0.12389036159863678,-0.1441290533894207,0.14791431242685635,-0.1522889616895772,-0.03484405643952347,0.18154226501405163,0.004542974103214807,-0.10156224350695339,-0.0619363367839849,-0.12105609438049982
acc_x_std,0.16675009342892946,1.0,0.8821060400518883,0.9893084348278065,-0.8363416711545745,0.9816721289647466,-0.1380838134420225,0.8711341305015375,0.6382597985518847,0.8709379222475777,-0.7617066333391896,0.8736268327357041,-0.17494376136624104,0.7132423643766668,0.6875650120383796,0.721523620198562,-0.6696512822060648,0.7215521015110035,-0.6127598578435977,0.561991337696114,-0.0975931275339529,0.6158550213374222,-0.640664744346382,0.6027076951681486,0.12916018875621288,0.627211660616108,0.5369887926127347,0.6815011370784155,-0.25832051819986324,0.6558469132899777,0.3407411203190624,0.7491681508371083,0.6150987613936175,0.6544708814929137,-0.09088158495763018,0.6238518528996617,-0.7016619815343085,0.586077347038419,-0.613239773388329,0.7018697724611612,-0.7758607779560318,0.7016619815343059,0.43372822178966236,0.6171428908275605,0.5521189879702245,-0.4292419289919257,0.23852216498656587,-0.43582634982002344,0.8640928043919357,0.4900767121405217,0.871111132945371,-0.8640134262412249,0.8263783598512227,-0.8640928043919349,0.2069717209735019,0.663965140248726,0.3101576871702049,0.259579250721243,0.0952317249837953,0.25260618322708195,0.3282193976691024,0.5666650181239508,0.39269365486259256,0.33454214942552246,0.2505313426105691,0.3282193976691023,-0.4497960279976338,0.5308920683607371,-0.33824314758547713,0.4939526375382756,-0.5277929239278367,0.47703478152259593,-0.8051151062451106,0.4651345453083846,-0.7429528948525959,0.8094697403956043,-0.8114364521961385,0.8064730626837234,-0.37546877471592366,0.19130174215697932,-0.2110149209818383,-0.35285829996461243,-0.49951521120324666,-0.37362887261072253,-0.4320281618488808,0.475929127718075,-0.3372030536346929,-0.44987453605964844,-0.5000195089891006,-0.46527902607131544,0.007752094114691966,0.4054983347187243,0.27918561814983844,0.11060054713222331,-0.1782835802237785,0.08208147925895179,-0.8798765352414104,0.6744212042138832,-0.8077403467949582,0.6330213882501321,-0.8994117890473606,0.5913196859451518
acc_x_max,0.42681532095108865,0.8821060400518883,1.0,0.8890034864313845,-0.5187882145025703,0.8455163694491726,0.05618345954427257,0.8613101693247137,0.842910292808895,0.8434780914697918,-0.5803823356513549,0.8176634737492976,-0.15088754405287472,0.40965629910731843,0.3933777665251702,0.4154685902846806,-0.3879591211458816,0.42078613084361544,-0.5622312517323179,0.5683817481346491,-0.03074245437652999,0.574213380977855,-0.6070971190433351,0.5467747514842852,0.2073782421872894,0.36773064836517316,0.44148434070021425,0.5196119615936869,-0.06190068530580904,0.5142474483377798,0.2063225291527956,0.7082750049030767,0.5041809042877394,0.43130925369904516,-0.20028957517527987,0.3896268458833085,-0.7063365229101195,0.36575189478534165,-0.6660863102865336,0.7064306124114288,-0.7501064550562517,0.7063365229101188,0.31887084206943206,0.4537978461840507,0.4073936161790535,-0.3136909978944465,0.18213367322376983,-0.3206897750762266,0.7282026069434256,0.4349190614465155,0.7369845822941049,-0.7281261663341949,0.6948166285243222,-0.7282026069434248,0.0344705353902933,0.4773082872845404,0.11645135981045639,0.07482387392877268,-0.03728923612182172,0.07014022031591423,0.1334943466620307,0.3461864841023837,0.18116164668329326,0.13902156902924873,0.08879101723391235,0.13349434666203025,-0.2491026946209946,0.3403322125845494,-0.1782933673833861,0.1936298057309316,-0.3092289937245862,0.1793069426406068,-0.6594542032504855,0.284955006369211,-0.6220550817492347,0.6610692217208185,-0.6379795781905547,0.6602809119529218,-0.43437865784200075,0.09582870872882204,-0.29846135571568266,-0.417987675245357,-0.4993739954646802,-0.43243198321280546,-0.44810947165257553,0.4333907079974744,-0.3694963689965576,-0.5520206146495237,-0.5040924761805329,-0.5668427722876683,0.18520879780041788,0.22071805298431077,0.3610362744834942,-0.06274358385604045,0.020428558993347716,-0.08925433812715736,-0.7363141651230665,0.4857321917393847,-0.709001141779865,0.5134650943457136,-0.7366224178202448,0.4853089024450039
acc_x_rms,0.22200991309366244,0.9893084348278065,0.8890034864313845,1.0,-0.8117544276709477,0.9919964114412009,-0.1010615740021196,0.8477859085326737,0.6263571143195282,0.8610353392895691,-0.7384852598027434,0.8706628628004714,-0.1915162808266507,0.6914261411030449,0.6670508178422069,0.7020649615340666,-0.6459400803676992,0.7031685697773408,-0.6670945614498882,0.6007245258157153,-0.1031053155119924,0.669899870279999,-0.6792983431852527,0.6605619606047286,0.16829085210765002,0.6055974850590785,0.5580028606286421,0.6685215505471603,-0.22183612975184258,0.6456940082524105,0.3469172244009968,0.7568160857924466,0.6204847652317397,0.6537156731032181,-0.09743118094691702,0.6221186111519653,-0.7147008782808377,0.5997250541029896,-0.6252866178854876,0.7149104379854478,-0.7902009577090097,0.7147008782808358,0.43546219378403583,0.660496603271905,0.5640919361970145,-0.4283339797976989,0.2238295005261222,-0.4377946129804516,0.8564145971890706,0.49314362851823307,0.8649126248612257,-0.856331338406712,0.8173420930400911,-0.8564145971890704,0.1784769840891121,0.6960815800737149,0.2881728943706049,0.23535139708693756,0.06306544323521732,0.22798459751150885,0.3096647747703715,0.5741190106837653,0.3769580533819996,0.31617178748554375,0.23083479929535328,0.3096647747703715,-0.4298966085330039,0.5268903521463671,-0.31648488010104886,0.4631781847994491,-0.5076984191448961,0.44558070726486815,-0.7979438373610284,0.4431512216253739,-0.7448101515323663,0.8015255586042442,-0.8027948339895831,0.7991329516372652,-0.4041511820109205,0.19054694092025573,-0.23256844793526002,-0.37978620499860294,-0.5270945447305375,-0.40120723241802986,-0.4508167307812911,0.4648840908312545,-0.3605313942669253,-0.44962731622371016,-0.5157169321144345,-0.46364517615961437,0.05104500209114468,0.38023075278080376,0.31128500723725744,0.07209900681491271,-0.13900924544806928,0.04370135525962738,-0.8726016484884499,0.6698022988249372,-0.800310805108713,0.6161269650353676,-0.8915973318293771,0.5753835496613795
acc_x_min,0.27173503297197,-0.8363416711545745,-0.5187882145025703,-0.8117544276709477,1.0,-0.8290265111213245,0.3860507471356435,-0.7102545108501035,-0.32156246668764066,-0.7427397957900966,0.8182227466469871,-0.7511913045870829,0.17662304867469086,-0.9065034131882325,-0.8663482883230371,-0.9119657060660487,0.8588006140346246,-0.9045249482718604,0.44954636706534984,-0.2979176861462355,0.23540232583498644,-0.418586828480274,0.4170611956256888,-0.43313045046669996,-0.002073208714987422,-0.7342098167671343,-0.4898186405518417,-0.6164513442680358,0.40650150839700055,-0.5735533492713051,-0.48679167819782587,-0.6601019783729892,-0.6649148424265063,-0.7873123793073185,-0.10364019752745444,-0.7735048407176696,0.4636060731876883,-0.6482993386430462,0.34649881957486073,-0.4638756913062115,0.5492947336930054,-0.46360607318768565,-0.35701319637428264,-0.5663210958388919,-0.47142333848080276,0.35665214329276806,-0.16555602202748573,0.35875532573966706,-0.7814050424177171,-0.39120532029457805,-0.7813478352339293,0.7813693058101788,-0.7585596932087877,0.7814050424177165,-0.4067637717893996,-0.7268423284528304,-0.5095269315552642,-0.4422648941011237,-0.27265870077472515,-0.43477508392487224,-0.48281383440053355,-0.7376152396316813,-0.55768829550693,-0.489249847342976,-0.37779729224472786,-0.4828138344005334,0.5883262837264528,-0.6885182202071553,0.44533188337832125,-0.7303950523987015,0.6815258721878201,-0.712523779242842,0.7214536201804709,-0.4651316368835451,0.6671793142526767,-0.7258483749315287,0.7450113034164582,-0.7227838161263612,0.1563095628691616,-0.23180425680452083,0.027783260375183937,0.13988037015593405,0.307634512704279,0.15659335145023642,0.2062873440765858,-0.32884590115822293,0.1331082877057001,0.23026257170384645,0.2690871429025497,0.23607925339620645,0.17938793920298904,-0.46476148349390056,-0.10986509237277613,-0.27372448954928463,0.32103961022866007,-0.25864257249868816,0.7967260764923584,-0.6333071063780951,0.7099182598649025,-0.6194003095994958,0.8183147349509374,-0.5831654154316498
acc_x_abs_sum,0.209314418152988,0.9816721289647466,0.8455163694491726,0.9919964114412009,-0.8290265111213245,1.0,-0.14484553438265296,0.8130309588251072,0.54844517871853,0.8276496428878872,-0.7523920136296819,0.8492105284402979,-0.2368737184164222,0.7078801993254253,0.6670290051381464,0.7196619997479026,-0.6731898679592164,0.7240751221475483,-0.6880062313349626,0.6147049173016108,-0.10385459478823227,0.6905373767866435,-0.6974201363654662,0.683572548523847,0.14792530333431075,0.6440878834591778,0.5573492437919663,0.7115349424244409,-0.25841781194339963,0.6874993091025471,0.315269899937402,0.7274564942853928,0.5807748855913409,0.6435254426664686,-0.11408441710867599,0.615776414244526,-0.6827846807448917,0.6235804398934194,-0.5868782117020116,0.6830104086708285,-0.7626849909666696,0.6827846807448902,0.4834194422749689,0.7084315038689345,0.6173964567304477,-0.4753601403537507,0.25620890586053846,-0.48583390374494867,0.8464544131009922,0.5301942026655484,0.8593511426793264,-0.8463512198536232,0.7984555429095712,-0.846454413100992,0.19905936395915136,0.6948330277982516,0.3059951252411298,0.26305802374978726,0.08235492065502786,0.2555788880292363,0.33894511886422707,0.5590995163577787,0.4009775772277436,0.34475832045595367,0.2621445031622703,0.338945118864227,-0.46613978164061154,0.5118427494578195,-0.35488014598038753,0.4904689695256316,-0.5355257756437227,0.4749621148601889,-0.7928077835206278,0.4884491762763413,-0.7307483060147142,0.7974597295646252,-0.8084237493127308,0.7941611419910555,-0.4088497242557804,0.19933689083188902,-0.227275485625107,-0.3815934963055265,-0.5315364484442394,-0.4052311987472179,-0.44243848545127873,0.4618671328937392,-0.34981285363090625,-0.4081006222536865,-0.5062070774312005,-0.4227063840491281,-0.01296879031154181,0.40996844733643173,0.25623099834454327,0.12130965449148595,-0.19640137671995217,0.09233964858948397,-0.8635273851408127,0.6983485009306563,-0.7795317511629035,0.6092499625364696,-0.8897196603445359,0.5648706571581594
acc_y_mean,0.5471503157622056,-0.1380838134420225,0.05618345954427257,-0.1010615740021196,0.3860507471356435,-0.14484553438265296,1.0,-0.3169383629236476,0.1393825097252275,-0.31850763992962927,0.6596523280971385,-0.3055522061216926,0.6133642399618405,-0.3989566096580454,-0.16158420624951006,-0.4006420476299364,0.5358326169423889,-0.4436447307986906,-0.0918419367230784,0.1950061415304209,0.17536049626156405,0.13129611560389168,-0.14025745599649939,0.1053328766627944,0.04778256872867358,-0.3938996641660832,-0.2056149600279553,-0.13820363584480286,0.26747747110148873,-0.10894884089243607,-0.10990815932171313,-0.22987806729956856,-0.16982060617075,-0.13759343813987357,0.012196495107481876,-0.13443120146583526,-0.15380664504119035,-0.13405705422492073,-0.19164360914256348,0.15370551882187336,-0.1233459446670484,0.15380664504119107,-0.26977426733085247,0.015570232869378779,-0.18001737113983457,0.281496978713843,-0.2561975625394766,0.27259199819654356,-0.01543330601916813,-0.09852176877518613,-0.012815911557953478,0.015412469539795203,0.005745620801393248,0.015433306019168685,-0.24576795436699087,-0.027207347748579656,-0.21983616426338218,-0.2437074559788222,-0.21572476139853392,-0.24527968318850443,-0.15448131619928682,-0.1750793494684212,-0.14968925473037917,-0.15234975502664405,-0.1100157461513825,-0.15448131619928687,0.3725763551754428,-0.0332237203142219,0.3499268518677221,-0.39196946388075027,0.327275520085689,-0.4086987141740937,0.11279456690954198,-0.15555831853475313,0.09712464343397055,-0.11225061412335359,0.1301343569746642,-0.11209387266980729,-0.24506152522778749,0.02231735855944752,-0.1848070037057278,-0.22993440000138782,-0.25290355412926696,-0.24394815265046738,-0.23314815479797885,0.1736041012125563,-0.19921657435662923,-0.10959947753233235,-0.23984728789797552,-0.12520979974442134,0.4359243681394941,-0.08625775007931637,0.37528571431759633,-0.34618887288089756,0.30474817649156244,-0.3673789801884285,0.17101871958307516,-0.07736158757367845,0.1446680698023493,-0.4589738957503101,0.15362227661622413,-0.46635567064410993
acc_y_std,0.026089945309519004,0.8711341305015375,0.8613101693247137,0.8477859085326737,-0.7102545108501035,0.8130309588251072,-0.3169383629236476,1.0,0.7940912374576142,0.9610851822654777,-0.8553603840166616,0.9233632534216202,-0.2108723301808084,0.6209946893126187,0.5590021918355109,0.6223139887308449,-0.6246851781249289,0.6297063599786201,-0.38755449876001147,0.3245188589454379,-0.1428006500067268,0.3718244785081078,-0.39136449494333103,0.3626499461609608,0.08898636513810541,0.5102420761544654,0.42613702499251704,0.5012460954287745,-0.2183581743618249,0.4780946882377302,0.31886638204051976,0.7990832332959038,0.6202657102921193,0.5793788540283,-0.13150976928966013,0.5410599952454173,-0.5651920852347968,0.4219609734194974,-0.504691105269904,0.5653303339920993,-0.6204000464818429,0.5651920852347951,0.2605731131480076,0.36757365333916914,0.3193428371628873,-0.26184394986179516,0.13557777706391383,-0.26278064426443587,0.7201734579835702,0.37107925736259845,0.7182604682762361,-0.7201408672967392,0.6998007713325793,-0.7201734579835701,0.21129306798801784,0.5016784486841401,0.28792363538052873,0.22909060890336475,0.12690049078058063,0.22469804421625292,0.2392624839826618,0.49518984451765147,0.29610390495348915,0.24532956113749896,0.16784299486475063,0.2392624839826615,-0.4062995657820779,0.48087801369116795,-0.3056584265033982,0.41085359854787656,-0.4764875111760386,0.3958057198155033,-0.6413801502211769,0.2766405429749235,-0.6127266329717734,0.641535558941905,-0.6217941036584618,0.6416479971319305,-0.21504059791416485,0.060846505743696794,-0.15543274971676882,-0.21568780439669258,-0.27521142715614516,-0.21617512594518348,-0.22960657824660968,0.33588760900200093,-0.16407373153818522,-0.5208278699552897,-0.2921381334343686,-0.525182352429062,0.03928639047607435,0.24920830581336303,0.23756312136862318,0.08650360180901367,-0.07276739652779043,0.07645912236840144,-0.7502431469874601,0.4842596102625553,-0.7131616281074449,0.6277954652740206,-0.7472590507719156,0.604452541062636
acc_y_max,0.20100097231945005,0.6382597985518847,0.842910292808895,0.6263571143195282,-0.32156246668764066,0.54844517871853,0.1393825097252275,0.7940912374576142,1.0,0.7266628757411329,-0.3960495662205218,0.6489422075333082,0.07670104534929767,0.19418980945544387,0.25057095016456554,0.19166194193351313,-0.15074466588635452,0.17947085459603937,-0.2858705460591262,0.3074741198278444,-0.02566417423370523,0.2849248261339512,-0.32847775430975346,0.25637856121380537,0.18944624067081137,0.11838346154303092,0.27041561928917157,0.24750748335620978,0.07350608285096469,0.25181186130337213,0.23350503465713351,0.5701596754841175,0.45494595583672237,0.3155791365739005,-0.07960542444590862,0.2761257076238578,-0.6220098518480612,0.06953255501874889,-0.6267913247871605,0.6219773017099349,-0.6130169279747363,0.6220098518480601,0.0153610983606575,0.12865797529008752,0.0655636436964918,-0.01454191659622179,-0.012145396781166502,-0.01581497949991415,0.5758571329877701,0.2474353190498505,0.57166890492051,-0.575855326460675,0.5724877483052395,-0.5758571329877696,-0.03641971974052231,0.3176862732525958,0.027337951891131473,-0.04024258104604009,-0.07947916696483574,-0.04301486549860464,-0.0034153844678519118,0.2366437763344221,0.038401422883529074,0.002782959238579192,-0.032375289125629494,-0.0034153844678520783,-0.032714249203145127,0.34516883937140347,0.04014240776609485,0.03214783515953628,-0.11598285953871032,0.012654348222303378,-0.5012711377370532,0.053727157013826764,-0.4982252605449201,0.4993219425047227,-0.4417280726422509,0.5015427601040183,-0.30081951792886713,0.03526321995337218,-0.2362237428314962,-0.29973306890195395,-0.34192216449040935,-0.3024314399912818,-0.3729692695710825,0.3510233174793119,-0.31728113361454,-0.5930059356131683,-0.41959635620009056,-0.6017029647311278,0.3609987538966975,0.04738453076112799,0.45200625701126407,-0.25344854021055835,0.22391480453520654,-0.27204366013720516,-0.5725711727199813,0.20656550973831406,-0.6142950395825577,0.3838812030989061,-0.5417693926861398,0.37798571737367254
acc_y_rms,0.04529592019937157,0.8709379222475777,0.8434780914697918,0.8610353392895691,-0.7427397957900966,0.8276496428878872,-0.31850763992962927,0.9610851822654777,0.7266628757411329,1.0,-0.8544135338936697,0.982031255422311,-0.22826568981096312,0.7049284696617907,0.6244093114543976,0.7075873989850205,-0.6972228697419581,0.7172274191647278,-0.4172842778999797,0.30140532462244446,-0.22519846632771343,0.37757041931556035,-0.384978122820774,0.3756921499680563,0.04573325574889428,0.5964985606787624,0.44155009530719225,0.5032502474522105,-0.29303215310576985,0.4694022543671456,0.366469543352446,0.9087036349903371,0.6990470252777139,0.6225646953361547,-0.1619158820523376,0.5761267782218871,-0.5263157222504963,0.45378203354933677,-0.462858453180384,0.5264669355592217,-0.5932008118025385,0.526315722250494,0.2504756343229836,0.3835277199282544,0.3173726465840132,-0.2523915512647063,0.12134852553253947,-0.25265072274368816,0.7540399586895471,0.37107052216029307,0.7463111890554779,-0.7540185650080468,0.7332389086301859,-0.7540399586895471,0.30115902893977176,0.5410420728633281,0.380500582974508,0.31741230755421557,0.2077358725498592,0.3128717474885856,0.32203698853600327,0.5797349129750656,0.38602115792762026,0.328633859277683,0.24081332448210885,0.32203698853600293,-0.49638391166549456,0.4849284339549801,-0.4028825893362598,0.45367182289644004,-0.5611339138315052,0.4388079629851683,-0.6347052883168075,0.28407780563895885,-0.60674073341707,0.6347997291089981,-0.6202568030100425,0.6349457674827942,-0.2564806049221349,0.05111918310374406,-0.19164248492128458,-0.2574828490425301,-0.3082660410950502,-0.2581359826594252,-0.17742062024560495,0.31055171978828205,-0.11089675862750883,-0.5086370896474459,-0.24015813134642625,-0.5095664831255444,-0.011848343351767189,0.27596560345538435,0.19248251242053085,0.1565747028009135,-0.11914528385988014,0.1515489516291257,-0.7496089296762393,0.4624575006501128,-0.7073454860016292,0.6191390138683132,-0.7363271861567323,0.5993161623630843
