start_time,end_time,label,duration_ms,src
2024-12-13T13:55:00.810000,2024-12-13T13:55:12.350000,stair_up,11540,1213\20241213ラベリング.txt
2024-12-13T13:55:17.194000,2024-12-13T13:55:30.477000,stair_down,13283,1213\20241213ラベリング.txt
2024-12-13T13:57:35.453000,2024-12-13T13:57:46.534000,stair_up,11081,1213\20241213ラベリング.txt
2024-12-13T13:57:50.381000,2024-12-13T13:58:02.218000,stair_down,11837,1213\20241213ラベリング.txt
