subject,channel,phase,n_clusters,cluster_id,start_pct,end_pct,peak_t,p_corrected,dz_mean_in_cluster,T,alpha,h0reject,mean_abs_dz
kanoga,grt_z,stance,3,1,29.0,38.0,5.559214942849973,9.432288764044117e-06,-1.498151436891017,101,0.05,True,1.138194769267209
kanoga,grt_z,stance,3,2,70.0,91.0,9.93430365970452,0.0,2.3769522248700414,101,0.05,True,1.138194769267209
kanoga,grt_z,stance,3,3,96.0,100.0,13.932124442675267,0.004902690537081478,-3.2835970453581576,101,0.05,True,1.138194769267209
