subject,channel,phase,n_clusters,cluster_id,start_pct,end_pct,peak_t,p_corrected,dz_mean_in_cluster,T,alpha,h0reject,mean_abs_dz
kanoga,grf_y,stance,2,1,63.0,94.0,21.233408173983438,0.0,4.284112577968862,101,0.05,True,1.9270528428843658
kanoga,grf_y,stance,2,2,97.0,100.0,8.80900105776604,0.0317449566240513,-2.114424716737174,101,0.05,True,1.9270528428843658
