subject,channel,phase,n_clusters,cluster_id,start_pct,end_pct,peak_t,p_corrected,dz_mean_in_cluster,T,alpha,h0reject,mean_abs_dz
kanoga,grt_z,stance,3,1,16.0,57.0,10.697411176602662,0.0,2.5581792155410445,101,0.05,True,1.5129988539460337
kanoga,grt_z,stance,3,2,93.0,93.0,5.274410208515641,0.04358965479713106,1.6679149572953065,101,0.05,True,1.5129988539460337
kanoga,grt_z,stance,3,3,96.0,98.0,6.659301022619719,0.025231141847025018,1.7066309362855894,101,0.05,True,1.5129988539460337
