subject,channel,phase,n_clusters,cluster_id,start_pct,end_pct,peak_t,p_corrected,dz_mean_in_cluster,T,alpha,h0reject
kanoga,grt_z,stance,2,1,8.0,8.0,4.773656076927572,0.04584494288671315,-1.5095625969395108,101,0.05,True
kanoga,grt_z,stance,2,2,17.0,84.0,16.858975764276494,0.0,3.4523552874281935,101,0.05,True
