subject,channel,phase,n_clusters,cluster_id,start_pct,end_pct,peak_t,p_corrected,dz_mean_in_cluster,T,alpha,h0reject
kanoga,grt_z,stance,2,1,35.0,36.0,4.9721213976162835,0.024414816065886802,1.5534454641713458,101,0.05,True
kanoga,grt_z,stance,2,2,48.0,77.0,12.761414167214364,0.0,2.4738717878033585,101,0.05,True
