subject,channel,phase,n_clusters,cluster_id,start_pct,end_pct,peak_t,p_corrected,dz_mean_in_cluster,T,alpha,h0reject,mean_abs_dz
kanoga,grt_y,stance,2,1,61.0,95.0,11.579440260425404,0.0,-2.765233256168826,101,0.05,True,1.2809343644022957
kanoga,grt_y,stance,2,2,98.0,100.0,7.868985324089131,0.03971437583545634,2.009918275917801,101,0.05,True,1.2809343644022957
