subject,channel,phase,T,alpha,h0reject,n_clusters,cluster_id,start_pct,end_pct,peak_t,p_corrected,dz_mean_in_cluster,mean_abs_dz
kanoga,quat_w,stance,101,0.05,False,0,,,,,,,0.13574537033940717
